Link,Car Name,Price,City,Registered In,Mileage,Fuel Type,Engine,Transmission
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Honda City  2018 1.3 i-VTEC Prosmatec for Sale,PKR 38.5lacs,Lahore,2018,"61,500 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Toyota Corolla  2011 XLi VVTi for Sale7.3/10,PKR 25.5lacs,Islamabad,2011,"185,222 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Toyota Corolla  2016 XLi VVTi for Sale7/10,PKR 34.2lacs,Islamabad,2016,"70,464 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Honda City  2007  for Sale,PKR 17.9lacs,Islamabad,2007,"220,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Toyota Corolla 8th (E110) Generation 1994 GL for Sale,PKR 17.5lacs,Lahore,1994,"141,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Toyota Corolla  2017 GLi 1.3 VVTi for Sale,PKR 38lacs,Lahore,2017,"230,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Suzuki Swift  2018 DLX Automatic 1.3 Navigation for Sale,PKR 35lacs,Lahore,2018,"60,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Proton Saga  2022 1.3L Standard A/T for Sale,PKR 26lacs,Islamabad,2022,"70,000 km",Petrol,1299 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Toyota Corolla  2010 XLi VVTi for Sale,PKR 21.75lacs,Lahore,2010,"160,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Honda City 5th (GM2) Generation 2021 1.3 i-VTEC Prosmatec for Sale9.4/10,PKR 41.5lacs,Karachi,2021,"45,875 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Honda City  2019 1.3 i-VTEC for Sale,PKR 27lacs,Lahore,2019,"145,114 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Suzuki Swift  2012 DLX 1.3 for Sale,PKR 18.9lacs,Karachi,2012,"90,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Toyota Yaris Sedan  2021 GLI CVT 1.3 for Sale8.9/10,PKR 42.5lacs,Karachi,2021,"30,982 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Honda City  2011 1.3 i-VTEC for Sale,PKR 24.9lacs,Lahore,2011,"120,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Toyota Corolla  2016 GLi 1.3 VVTi for Sale,PKR 33.5lacs,Lahore,2016,"10,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Toyota Corolla  2016 GLi Automatic 1.3 VVTi for Sale,PKR 36.5lacs,Karachi,2016,"102,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 25.7lacs,Islamabad,2010,"146,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Toyota Corolla 9th (E120) Generation 2003 GLi 1.3 for Sale,PKR 16.5lacs,Lahore,2003,"104,193 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale7.5/10,PKR 41.3lacs,Karachi,2019,"90,490 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Suzuki Swift  2010 DLX 1.3 for Sale,PKR 19.5lacs,Karachi,2010,"90,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Honda City  2013 1.3 i-VTEC for Sale,PKR 28.5lacs,Lahore,2013,"138,540 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 26.5lacs,Islamabad,2010,"230,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Honda City 5th (GM2) Generation 2013 1.3 i-VTEC for Sale,PKR 26lacs,Karachi,2013,"130,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=25,Toyota Corolla  2020 GLi Automatic 1.3 VVTi for Sale,PKR 40lacs,Karachi,2020,"110,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Honda City 5th (GM2) Generation 2020 1.3 i-VTEC for Sale9.1/10,PKR 39lacs,Lahore,2020,"65,781 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Suzuki Liana  2012 RXi (CNG) for Sale8.2/10,PKR 21lacs,Islamabad,2012,"86,286 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Corolla  2013 GLi 1.3 VVTi for Sale3.8/10,PKR 27.5lacs,Islamabad,2013,"243,871 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Yaris Sedan  2021 ATIV CVT 1.3 for Sale8.7/10,PKR 41lacs,Islamabad,2021,"67,267 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Corolla  2004 XLi for Sale,PKR 14lacs,Islamabad,2004,"200,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Honda City 5th (GM2) Generation 2013 1.3 i-VTEC for Sale,PKR 27lacs,Lahore,2013,"192,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Corolla  2019 XLi VVTi for Sale8.4/10,PKR 39.95lacs,Lahore,2019,"98,154 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,PKR 25.9lacs,Lahore,2018,"65,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,PKR 23.5lacs,Karachi,2018,"63,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Vitz  2004 RS 1.3 for Sale,PKR 21.75lacs,Islamabad,2004,"140,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Honda City  2003 EXi S Automatic for Sale,PKR 23.5lacs,Lahore,2003,"92,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Yaris Sedan  2024 GLI CVT 1.3 for Sale,PKR 47.9lacs,Karachi,2024,"16,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Corolla  2015 XLi VVTi for Sale,PKR 29lacs,Karachi,2015,"94,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Corolla  2009 GLi 1.3 VVTi for Sale,PKR 27lacs,Karachi,2009,"140,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Suzuki Baleno  2005 JXL for Sale,PKR 10lacs,Lahore,2005,"150,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Corolla  2019 XLi VVTi for Sale,PKR 36.75lacs,Karachi,2019,"78,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Suzuki Liana  2006  for Sale,PKR 15lacs,Karachi,2006,"48,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Suzuki Swift  2012 DLX 1.3 for Sale,PKR 21.8lacs,Lahore,2012,"91,292 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Honda City 5th (GM2) Generation 2020 1.3 i-VTEC Prosmatec for Sale,PKR 39lacs,Karachi,2020,"22,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Suzuki Baleno  2005 JXR for Sale,PKR 12.5lacs,Islamabad,2005,"231,600 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,PKR 32lacs,Islamabad,2016,"283,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Corolla  2016 XLi VVTi for Sale,PKR 38lacs,Karachi,2016,"32,500 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Corolla  2018 GLi Automatic 1.3 VVTi for Sale,PKR 42.5lacs,Karachi,2018,"59,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Suzuki Swift  2014 DX 1.3 for Sale,PKR 21.9lacs,Lahore,2014,"135,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Nissan Kicks  2020 XV Premium for Sale9.9/10,PKR 78.5lacs,Islamabad,2020,"29,161 km",Petrol,1200.0 kWh,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Corolla  2019 GLi 1.3 VVTi for Sale,PKR 42lacs,Lahore,2019,"220,575 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Yaris Sedan  2022 GLI MT 1.3 for Sale,PKR 41.6lacs,Lahore,2022,"35,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Corolla  2017 GLi 1.3 VVTi for Sale,PKR 45.5lacs,Islamabad,2017,"95,500 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Corolla  2008 XLi for Sale,PKR 23lacs,Islamabad,2008,"110,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Suzuki Liana  2009 LXi for Sale,PKR 20lacs,Lahore,2009,"55,354 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Suzuki Swift  2019 DLX 1.3 Navigation  for Sale,PKR 28.7lacs,Lahore,2019,"67,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,PKR 47.5lacs,Islamabad,2019,"100,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Yaris Sedan  2021 GLI CVT 1.3 for Sale7.4/10,PKR 39.5lacs,Karachi,2021,"63,060 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Belta  2006 G 1.3 for Sale,PKR 25.5lacs,Islamabad,2006,"102,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Suzuki Swift  2020 DLX Automatic 1.3 Navigation for Sale,PKR 34.95lacs,Lahore,2020,"115,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Yaris Sedan  2025 GLI CVT 1.3 for Sale,PKR 50.5lacs,Lahore,2025,30 km,Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=26,Toyota Corolla  2013 GLi 1.3 VVTi for Sale,PKR 28.5lacs,Lahore,2013,"175,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Toyota Corolla  2014 XLi VVTi for Sale,PKR 27.2lacs,Islamabad,2014,"300,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Toyota Yaris Sedan  2025 GLI CVT 1.3 for Sale,PKR 51.5lacs,Lahore,2025,50 km,Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Honda City 5th (GM2) Generation 2009 1.3 i-VTEC for Sale,PKR 21.8lacs,Karachi,2009,"105,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,PKR 22.25lacs,Karachi,2018,"69,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Toyota Corolla  2008 XLi VVTi for Sale4.2/10,PKR 20lacs,Islamabad,2008,"633,466 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Honda City 5th (GM2) Generation 2018 1.3 i-VTEC Prosmatec for Sale,PKR 36.95lacs,Islamabad,2018,"133,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Toyota Yaris Sedan  2025 GLI CVT 1.3 for Sale,PKR 50.5lacs,Karachi,2025,50 km,Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Suzuki Swift  2020 DLX Automatic 1.3 Navigation for Sale7.9/10,PKR 28.5lacs,Karachi,2020,"47,087 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,FAW V2  2020  for Sale,PKR 21.25lacs,Karachi,2020,"26,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Toyota Corolla  2018 GLi 1.3 VVTi for Sale,PKR 42lacs,Karachi,2018,"70,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Honda City  2020 1.3 i-VTEC Prosmatec for Sale,PKR 42.5lacs,Islamabad,2020,"42,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Honda City 5th (GM2) Generation 2014 1.3 i-VTEC Prosmatec for Sale,PKR 30lacs,Karachi,2014,"75,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Honda City  2008 i-DSI Vario for Sale,PKR 23.5lacs,Lahore,2008,"132,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Toyota Corolla  2016 GLi 1.3 VVTi for Sale5.5/10,PKR 32lacs,Karachi,2016,"254,392 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Suzuki Swift  2021 DLX Automatic 1.3 Navigation for Sale8.5/10,PKR 32lacs,Karachi,2021,"11,241 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Suzuki Swift  2013 DX 1.3 for Sale6.5/10,PKR 17lacs,Karachi,2013,"139,703 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Toyota Yaris Sedan  2024 ATIV CVT 1.3 for Sale,PKR 51.95lacs,Karachi,2024,"8,709 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Toyota Corolla  2012 XLi VVTi for Sale,PKR 24.25lacs,Karachi,2012,"113,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Toyota Corolla  2010 XLi VVTi Limited Edition for Sale,PKR 21.45lacs,Lahore,2010,"153,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Toyota Vitz  2009 F 1.3 for Sale,PKR 23.95lacs,Lahore,2009,"150,600 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Toyota Yaris Sedan  2024 GLI CVT 1.3 for Sale,PKR 47lacs,Lahore,2024,"14,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Honda City 5th (GM2) Generation 2011 1.3 i-VTEC for Sale,PKR 22.9lacs,Lahore,2011,"150,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Suzuki Swift  2019 DLX 1.3 Navigation  for Sale,PKR 26.5lacs,Lahore,2019,"99,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Toyota Corolla  2015 GLi Automatic 1.3 VVTi for Sale,PKR 35lacs,Karachi,2015,"104,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Suzuki Swift  2020 DLX Automatic 1.3 Navigation for Sale,PKR 30.5lacs,Lahore,2020,"59,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Honda City  2005 i-DSI for Sale,PKR 15.9lacs,Lahore,2005,"164,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Suzuki Liana  2007 RXi for Sale,PKR 11.85lacs,Lahore,2007,"152,346 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Toyota Corolla  2011 GLi 1.3 VVTi for Sale,PKR 30.5lacs,Karachi,2011,"33,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Toyota Corolla  2017 GLi Automatic 1.3 VVTi for Sale,PKR 46.99lacs,Islamabad,2017,"69,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Toyota Corolla  2001 XE-G for Sale,PKR 13.75lacs,Karachi,2001,"300,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Suzuki Swift  2011 DX 1.3 for Sale,PKR 18.5lacs,Lahore,2011,"96,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Suzuki Khyber  2000  for Sale,PKR 8.2lacs,Lahore,2000,"75,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Toyota Passo  2007 G 1.3 for Sale,PKR 21.15lacs,Islamabad,2007,"115,224 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Toyota Corolla  2012 XLi VVTi for Sale,PKR 28.5lacs,Lahore,2012,"270,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Mitsubishi Lancer  2005 GLX 1.3 for Sale,PKR 15.5lacs,Karachi,2005,"170,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Honda City  2013 1.3 i-VTEC for Sale,PKR 30.9lacs,Islamabad,2013,"95,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=27,Suzuki Swift  2016 DLX 1.3 for Sale,PKR 23.75lacs,Islamabad,2016,"116,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=28,Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale8.8/10,PKR 47lacs,Karachi,2019,"29,474 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=28,Suzuki Swift  2018 DLX Automatic 1.3 Navigation for Sale7.6/10,PKR 28lacs,Islamabad,2018,"79,744 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=28,Honda City  2019 1.3 i-VTEC Prosmatec for Sale,PKR 36.5lacs,Karachi,2019,"95,000 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=28,Honda City 5th (GM2) Generation 2017 1.3 i-VTEC Prosmatec for Sale8.6/10,PKR 36.5lacs,Lahore,2017,"108,532 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=28,Toyota Corolla  2011 GLi 1.3 VVTi for Sale,PKR 24.7lacs,Lahore,2011,"145,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=28,Toyota Corolla  2009 GLi 1.3 VVTi for Sale,PKR 35lacs,Islamabad,2009,"60,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=28,Honda City  2019 1.3 i-VTEC for Sale8.8/10,PKR 37.25lacs,Lahore,2019,"50,364 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=28,Suzuki Swift  2018 DLX 1.3 for Sale,PKR 25.5lacs,Karachi,2018,"77,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=28,Toyota Corolla  2017 GLi Automatic 1.3 VVTi for Sale7.4/10,PKR 38lacs,Islamabad,2017,"101,201 km",Petrol,1300 cc,Automatic
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=28,Toyota Corolla  2008 XLi VVTi for Sale,PKR 28lacs,Islamabad,2008,"161,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=28,Suzuki Liana  2006 RXi for Sale,PKR 11.5lacs,Karachi,2006,"98,000 km",Petrol,1300 cc,Manual
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=28,Suzuki Swift  2017 DLX 1.3 for Sale7.7/10,PKR 24.5lacs,Lahore,2017,"82,486 km",Petrol,1300 cc,Manual
