link,car_name,price,city,registered_in,mileage,fuel_type,engine,transmission,car_brand,car_model,extracted_engine,car_brand_encoded,car_model_encoded,city_encoded,fuel_type_encoded,transmission_encoded
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Honda City  2016 1.3 i-VTEC for Sale,3190000.0,lahore,2016,78000,petrol,1300.0,manual,honda,city,1300.0,2,4,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Toyota Corolla  2012 XLi VVTi Limited Edition for Sale,2580000.0,islamabad,2012,145000,petrol,1300.0,manual,toyota,corolla,,10,6,0,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Toyota Yaris Sedan  2025 GLI CVT 1.3 for Sale,4975000.0,karachi,2025,25,petrol,1300.0,automatic,toyota,yaris,1300.0,10,18,1,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Nissan Sunny  2006 EX Saloon Automatic 1.3 for Sale,1850000.0,lahore,2006,135000,petrol,1300.0,automatic,nissan,unknown,1300.0,6,16,2,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,3575000.0,islamabad,2016,156000,petrol,1300.0,manual,honda,city,1300.0,2,4,0,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Toyota Vitz  2004 RS 1.3 for Sale,2175000.0,islamabad,2004,140000,petrol,1300.0,automatic,toyota,vitz,1300.0,10,17,0,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Suzuki Swift  2016 DLX 1.3 for Sale,2080000.0,karachi,2016,68000,petrol,1300.0,manual,suzuki,swift,1300.0,9,14,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Honda City  2003 EXi S Automatic for Sale,2350000.0,lahore,2003,92000,petrol,1300.0,automatic,honda,city,,2,4,2,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Suzuki Swift  2019 DLX Automatic 1.3 Navigation for Sale,3290000.0,islamabad,2019,48600,petrol,1300.0,automatic,suzuki,swift,1300.0,9,14,0,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Toyota Yaris Sedan  2020 ATIV CVT 1.3 for Sale,2700000.0,lahore,2020,60000,petrol,1300.0,automatic,toyota,yaris,1300.0,10,18,2,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Mitsubishi Lancer  2005 GLX 1.3 for Sale,1325000.0,lahore,2005,300000,petrol,1300.0,manual,mitsubishi,lancer,1300.0,5,11,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Mitsubishi Lancer Evolution X  1993  for Sale,480000.0,lahore,1993,100000,petrol,1300.0,manual,mitsubishi,lancer,,5,11,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Toyota Corolla  2017 GLi Automatic 1.3 VVTi for Sale,3775000.0,karachi,2017,100000,petrol,1300.0,automatic,toyota,corolla,1300.0,10,6,1,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Toyota Yaris Sedan  2024 GLI CVT 1.3 for Sale,4790000.0,karachi,2024,16000,petrol,1300.0,automatic,toyota,yaris,1300.0,10,18,1,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,2750000.0,karachi,2016,104000,petrol,1300.0,manual,honda,city,1300.0,2,4,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Toyota Corolla  2016 GLi 1.3 VVTi for Sale,3900000.0,islamabad,2016,150000,petrol,1300.0,manual,toyota,corolla,1300.0,10,6,0,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Toyota Corolla  2013 XLi VVTi for Sale,2750000.0,karachi,2013,86000,petrol,1300.0,manual,toyota,corolla,,10,6,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Suzuki Baleno  2004 JXL for Sale,840000.0,lahore,2004,50000,petrol,1300.0,manual,suzuki,unknown,,9,16,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Honda City  2005 i-DSI for Sale,1639999.9999999998,islamabad,2005,119800,petrol,1300.0,manual,honda,city,,2,4,0,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Honda City  2004 i-DSI for Sale,1600000.0,lahore,2004,270000,petrol,1300.0,manual,honda,city,,2,4,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Toyota Corolla  2015 GLi Automatic 1.3 VVTi for Sale,3750000.0,karachi,2015,114000,petrol,1300.0,automatic,toyota,corolla,1300.0,10,6,1,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Toyota Corolla  2014 XLi VVTi for Sale,2720000.0,islamabad,2014,300000,petrol,1300.0,manual,toyota,corolla,,10,6,0,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Toyota Yaris Sedan  2025 GLI CVT 1.3 for Sale,5150000.0,lahore,2025,50,petrol,1300.0,automatic,toyota,yaris,1300.0,10,18,2,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Honda City 5th (GM2) Generation 2009 1.3 i-VTEC for Sale,2180000.0,karachi,2009,105000,petrol,1300.0,manual,honda,city,1300.0,2,4,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Honda City  2008 i-DSI for Sale,2215000.0,lahore,2008,125525,petrol,1300.0,manual,honda,city,,2,4,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Suzuki Swift  2017 DLX 1.3 Navigation  for Sale,2200000.0,karachi,2017,99000,petrol,1300.0,manual,suzuki,swift,1300.0,9,14,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=39,Toyota Passo  2007  for Sale,2350000.0,islamabad,2007,210000,petrol,1300.0,automatic,toyota,unknown,,10,16,0,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City  2006 i-DSI for Sale,1635000.0000000002,lahore,2006,270000,petrol,1300.0,manual,honda,city,,2,4,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Toyota Yaris Sedan  2021 GLI MT 1.3 for Sale,3350000.0,karachi,2021,53000,petrol,1300.0,manual,toyota,yaris,1300.0,10,18,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City  2021 1.3 i-VTEC Prosmatec for Sale,4090000.0,karachi,2021,49000,petrol,1300.0,automatic,honda,city,1300.0,2,4,1,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City 5th (GM2) Generation 2017 1.3 i-VTEC Prosmatec for Sale,3750000.0,lahore,2017,80000,petrol,1300.0,automatic,honda,city,1300.0,2,4,2,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City 5th (GM2) Generation 2015 Aspire Prosmatec 1.3 i-VTEC for Sale,3625000.0,lahore,2015,63000,petrol,1300.0,automatic,honda,city,1300.0,2,4,2,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City 5th (GM2) Generation 2009 1.3 i-VTEC for Sale,2495000.0,lahore,2009,99000,petrol,1300.0,manual,honda,city,1300.0,2,4,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City  2006 i-DSI for Sale,3000000.0,lahore,2006,51000,petrol,1300.0,manual,honda,city,,2,4,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Suzuki Liana  2006 RXi for Sale,1295000.0,lahore,2006,159000,petrol,1300.0,manual,suzuki,liana,,9,12,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Suzuki Swift  2016 DLX Automatic 1.3 for Sale,2300000.0,karachi,2016,89000,petrol,1300.0,automatic,suzuki,swift,1300.0,9,14,1,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City  2006 i-DSI for Sale,1789999.9999999998,lahore,2006,155000,petrol,1300.0,manual,honda,city,,2,4,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,4495000.0,lahore,2019,72000,petrol,1300.0,automatic,toyota,corolla,1300.0,10,6,2,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Proton Saga  2021 1.3L Standard M/T for Sale9.1/10,2500000.0,islamabad,2021,75238,petrol,1300.0,manual,proton,saga,1300.0,8,13,0,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City  2016 1.3 i-VTEC for Sale,3025000.0,lahore,2016,155678,petrol,1300.0,manual,honda,city,1300.0,2,4,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Toyota Corolla  2012 GLi 1.3 VVTi for Sale,2590000.0,lahore,2012,200000,petrol,1300.0,manual,toyota,corolla,1300.0,10,6,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Suzuki Margalla  1995 GL for Sale,625000.0,lahore,1995,100000,petrol,1300.0,manual,suzuki,unknown,,9,16,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Toyota Corolla  2011 XLi VVTi Ecotec for Sale,2980000.0,lahore,2011,118000,petrol,1300.0,manual,toyota,corolla,,10,6,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2225000.0,karachi,2018,69000,petrol,1300.0,manual,suzuki,swift,1300.0,9,14,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City  2017 1.3 i-VTEC for Sale,3600000.0,lahore,2017,64000,petrol,1300.0,manual,honda,city,1300.0,2,4,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City  2008 i-DSI for Sale,2450000.0,islamabad,2008,151000,petrol,1300.0,manual,honda,city,,2,4,0,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Toyota Corolla  2009  for Sale,2670000.0,islamabad,2009,270000,petrol,1300.0,manual,toyota,corolla,,10,6,0,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Toyota Corolla  2016 GLi 1.3 VVTi for Sale,4000000.0,karachi,2016,103000,petrol,1300.0,manual,toyota,corolla,1300.0,10,6,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Suzuki Liana  2010 RXi for Sale,1330000.0,karachi,2010,135000,petrol,1300.0,manual,suzuki,liana,,9,12,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Suzuki Liana  2006 LXi Sport for Sale,1150000.0,lahore,2006,190000,petrol,1300.0,manual,suzuki,liana,,9,12,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Suzuki Swift  2012 DLX 1.3 for Sale,2250000.0,lahore,2012,116000,petrol,1300.0,manual,suzuki,swift,1300.0,9,14,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,4500000.0,islamabad,2019,70000,petrol,1300.0,automatic,toyota,corolla,1300.0,10,6,0,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City  2000 EXi for Sale,750000.0,islamabad,2000,123455,petrol,1300.0,manual,honda,city,,2,4,0,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Daihatsu Sirion  2007  for Sale,1850000.0,islamabad,2007,10000,petrol,1300.0,automatic,daihatsu,unknown,,1,16,0,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,4500000.0,karachi,2019,72500,petrol,1300.0,automatic,toyota,corolla,1300.0,10,6,1,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City  1998 EXi for Sale,819999.9999999999,lahore,1998,1232,petrol,1300.0,manual,honda,city,,2,4,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,3075000.0,lahore,2016,160000,petrol,1300.0,manual,honda,city,1300.0,2,4,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City  2001 EXi S for Sale,1180000.0,islamabad,2001,150000,petrol,1300.0,manual,honda,city,,2,4,0,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City  2011 i-VTEC for Sale,2750000.0,lahore,2011,139000,petrol,1300.0,manual,honda,city,,2,4,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Toyota Corolla  2008 XLi VVTi for Sale4.2/10,2000000.0,islamabad,2008,633466,petrol,1300.0,manual,toyota,corolla,,10,6,0,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Mitsubishi Lancer  2006 GLX 1.3 for Sale,1455000.0,lahore,2006,200000,petrol,1300.0,manual,mitsubishi,lancer,1300.0,5,11,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City 5th (GM2) Generation 2014 1.3 i-VTEC for Sale,2800000.0,karachi,2014,73500,petrol,1300.0,manual,honda,city,1300.0,2,4,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City 5th (GM2) Generation 2018 1.3 i-VTEC Prosmatec for Sale,3695000.0000000005,islamabad,2018,133000,petrol,1300.0,automatic,honda,city,1300.0,2,4,0,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=40,Honda City  2007 i-DSI for Sale,2000000.0,lahore,2007,240,petrol,1300.0,manual,honda,city,,2,4,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Honda City  2002 EXi for Sale,1300000.0,lahore,2002,200000,petrol,1300.0,manual,honda,city,,2,4,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Toyota Corolla  2015 XLi VVTi for Sale,3579999.9999999995,islamabad,2015,110000,petrol,1300.0,manual,toyota,corolla,,10,6,0,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,FAW V2  2020 VCT-i for Sale,1655000.0,karachi,2020,99000,petrol,1300.0,manual,other,unknown,,7,16,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Suzuki Swift  2017 DLX 1.3 Navigation  for Sale,2795000.0,islamabad,2017,44000,petrol,1300.0,manual,suzuki,swift,1300.0,9,14,0,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Toyota Yaris Sedan  2023 ATIV CVT 1.3 for Sale,4885000.0,lahore,2023,85000,petrol,1300.0,automatic,toyota,yaris,1300.0,10,18,2,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Suzuki Swift  2020 DLX Automatic 1.3 Navigation for Sale,2830000.0,islamabad,2020,79000,petrol,1300.0,automatic,suzuki,swift,1300.0,9,14,0,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Toyota Corolla  2010 XLi VVTi for Sale,2350000.0,lahore,2010,235000,petrol,1300.0,manual,toyota,corolla,,10,6,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2450000.0,karachi,2018,66000,petrol,1300.0,manual,suzuki,swift,1300.0,9,14,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Honda City  2013 1.3 i-VTEC for Sale,2770000.0,lahore,2013,82900,petrol,1300.0,manual,honda,city,1300.0,2,4,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Honda City  2008 i-DSI for Sale,1975000.0,lahore,2008,115000,petrol,1300.0,manual,honda,city,,2,4,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Toyota Corolla  2017 XLi VVTi for Sale,3579999.9999999995,lahore,2017,189324,petrol,1300.0,manual,toyota,corolla,,10,6,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Suzuki Swift  2013 DLX 1.3 for Sale,1975000.0,lahore,2013,126000,petrol,1300.0,manual,suzuki,swift,1300.0,9,14,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Honda Insight  2014 G for Sale,3100000.0,karachi,2014,120000,hybrid,1300.0,automatic,honda,insight,,2,9,1,2,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Honda City  2003  for Sale,1044999.9999999999,lahore,2003,150000,petrol,1300.0,manual,honda,city,,2,4,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Honda City 5th (GM2) Generation 2015 Aspire 1.3 i-VTEC for Sale,3200000.0,islamabad,2015,175000,petrol,1300.0,manual,honda,city,1300.0,2,4,0,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Honda City  2004 i-DSI Vario for Sale,1650000.0,lahore,2004,330000,petrol,1300.0,automatic,honda,city,,2,4,2,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Toyota Yaris Sedan  2020 ATIV CVT 1.3 for Sale,4500000.0,lahore,2020,54000,petrol,1300.0,automatic,toyota,yaris,1300.0,10,18,2,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Suzuki Liana  2008 RXi for Sale,1085000.0,karachi,2008,108800,petrol,1300.0,manual,suzuki,liana,,9,12,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Suzuki Liana  2006 RXi for Sale,1125000.0,lahore,2006,132745,petrol,1300.0,manual,suzuki,liana,,9,12,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Toyota Corolla 8th (E110) Generation 1999 XE for Sale,1390000.0,lahore,1999,350000,petrol,1300.0,manual,toyota,corolla,,10,6,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Toyota Yaris Sedan  2025 GLI CVT 1.3 for Sale,5050000.0,karachi,2025,50,petrol,1300.0,automatic,toyota,yaris,1300.0,10,18,1,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Toyota Corolla  2013 GLi 1.3 VVTi for Sale,3250000.0,lahore,2013,197000,petrol,1300.0,manual,toyota,corolla,1300.0,10,6,2,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Suzuki Swift  2020 DLX Automatic 1.3 Navigation for Sale7.9/10,2850000.0,karachi,2020,47087,petrol,1300.0,automatic,suzuki,swift,1300.0,9,14,1,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Suzuki Liana  2006  for Sale,1280000.0,karachi,2006,140000,petrol,1300.0,manual,suzuki,liana,,9,12,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Honda City 5th (GM2) Generation 2009 1.3 i-VTEC Prosmatec for Sale,2370000.0,karachi,2009,106000,petrol,1300.0,automatic,honda,city,1300.0,2,4,1,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Mitsubishi Lancer  2008 GLX 1.3 for Sale,1870000.0,islamabad,2008,200000,petrol,1300.0,manual,mitsubishi,lancer,1300.0,5,11,0,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Honda City  2004 i-DSI Vario for Sale,1700000.0,karachi,2004,200000,petrol,1300.0,automatic,honda,city,,2,4,1,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,FAW V2  2020  for Sale,2125000.0,karachi,2020,26000,petrol,1300.0,manual,other,unknown,,7,16,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Suzuki Baleno  2002 GLi for Sale,1150000.0,karachi,2002,188000,petrol,1300.0,manual,suzuki,unknown,,9,16,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Toyota Corolla  2018 GLi 1.3 VVTi for Sale,4200000.0,karachi,2018,70000,petrol,1300.0,manual,toyota,corolla,1300.0,10,6,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Honda Fit  2012 1.3 Hybrid 10th Anniversary for Sale,3100000.0,lahore,2012,253820,hybrid,1300.0,automatic,honda,fit,1300.0,2,8,2,2,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Toyota Corolla  2016 GLi Automatic 1.3 VVTi for Sale,4600000.0,lahore,2016,65000,petrol,1300.0,automatic,toyota,corolla,1300.0,10,6,2,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Honda City 5th (GM2) Generation 2016 Aspire 1.3 i-VTEC for Sale,3400000.0,karachi,2016,37000,petrol,1300.0,manual,honda,city,1300.0,2,4,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Honda City  2020 1.3 i-VTEC Prosmatec for Sale,4250000.0,islamabad,2020,42000,petrol,1300.0,automatic,honda,city,1300.0,2,4,0,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Honda City 5th (GM2) Generation 2014 1.3 i-VTEC Prosmatec for Sale,3000000.0,karachi,2014,75000,petrol,1300.0,automatic,honda,city,1300.0,2,4,1,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Toyota Corolla  1999 GL for Sale,1000000.0,karachi,1999,70000,petrol,1300.0,manual,toyota,corolla,,10,6,1,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=41,Suzuki Swift  2013 DLX 1.3 for Sale,2200000.0,islamabad,2013,129000,petrol,1300.0,manual,suzuki,swift,1300.0,9,14,0,4,1
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=42,Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,3750000.0,lahore,2019,91000,petrol,1300.0,automatic,honda,city,1300.0,2,4,2,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=42,Honda City  2018 1.3 i-VTEC Prosmatec for Sale,3825000.0,lahore,2018,78000,petrol,1300.0,automatic,honda,city,1300.0,2,4,2,4,0
https://www.pakwheels.com/used-cars/search/-/ct_lahore/ct_karachi/ct_islamabad/ec_1300_1300/?page=42,Toyota Corolla  2009 GLi 1.3 VVTi for Sale,2700000.0,islamabad,2009,98000,petrol,1300.0,manual,toyota,corolla,1300.0,10,6,0,4,1
